asset_id,symbol,name,asset_type,market_code,exchange_code,currency,country,sector,industry,tier,priority_level
ALDFU.US,ALDFU,"Aldel Financial II Inc. Units",EQUITY,US,US,USD,USA,,,2,2
ALDFW.US,ALDFW,"Aldel Financial II Inc. Warrants",EQUITY,US,US,USD,USA,,,2,2
ALDS.US,ALDS,"APPlife Digital Solutions Inc",EQUITY,US,US,USD,USA,,,2,2
ALDVD.US,ALDVD,"Kiplin Metals Inc",EQUITY,US,US,USD,USA,,,2,2
ALDVF.US,ALDVF,"Kiplin Metals Inc",EQUITY,US,US,USD,USA,,,2,2
ALDX.US,ALDX,"Aldeyra The",EQUITY,US,US,USD,USA,,,2,2
ALE.US,ALE,"Allete Inc",EQUITY,US,US,USD,USA,,,2,2
ALEC.US,ALEC,"Alector Inc",EQUITY,US,US,USD,USA,,,2,2
ALEDY.US,ALEDY,"Allied Group Ltd ADR",EQUITY,US,US,USD,USA,,,2,2
ALEEF.US,ALEEF,"Alerio Gold Corp",EQUITY,US,US,USD,USA,,,2,2
ALEGF.US,ALEGF,"Allegro.eu SA",EQUITY,US,US,USD,USA,,,2,2
ALEX.US,ALEX,"Alexander & Baldwin Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
ALF.US,ALF,"Centurion Acquisition Corp.",EQUITY,US,US,USD,USA,,,2,2
ALFDF.US,ALFDF,"Astral Foods Limited",EQUITY,US,US,USD,USA,,,2,2
ALFFF.US,ALFFF,"Alfa S.A.B. de C.V",EQUITY,US,US,USD,USA,,,2,2
ALFIQ.US,ALFIQ,"Alfi Inc.",EQUITY,US,US,USD,USA,,,2,2
ALFNF.US,ALFNF,"Alfen N.V",EQUITY,US,US,USD,USA,,,2,2
ALFRY.US,ALFRY,"Alfresa Holdings Corp Tokyo ADR",EQUITY,US,US,USD,USA,,,2,2
ALFUU.US,ALFUU,"Centurion Acquisition Corp. Unit",EQUITY,US,US,USD,USA,,,2,2
ALFUW.US,ALFUW,"Centurion Acquisition Corp. Warrant",EQUITY,US,US,USD,USA,,,2,2
ALFVF.US,ALFVF,"Alfa Laval AB (publ)",EQUITY,US,US,USD,USA,,,2,2
ALFVY.US,ALFVY,"Alfa Laval AB ADR",EQUITY,US,US,USD,USA,,,2,2
ALG.US,ALG,"Alamo Group Inc",EQUITY,US,US,USD,USA,,,2,2
ALGEF.US,ALGEF,"Alligator Energy Limited",EQUITY,US,US,USD,USA,,,2,2
ALGGY.US,ALGGY,"Alliance Global Group Inc",EQUITY,US,US,USD,USA,,,2,2
ALGLF.US,ALGLF,"Alma Gold Inc",EQUITY,US,US,USD,USA,,,2,2
ALGM.US,ALGM,"Allegro Microsystems Inc",EQUITY,US,US,USD,USA,,,2,2
ALGN.US,ALGN,"Align Technology Inc",EQUITY,US,US,USD,USA,,,2,2
ALGS.US,ALGS,"Aligos Therapeutics Inc",EQUITY,US,US,USD,USA,,,2,2
ALGT.US,ALGT,"Allegiant Travel Company",EQUITY,US,US,USD,USA,,,2,2
ALGWF.US,ALGWF,"Alliance Growers Corp",EQUITY,US,US,USD,USA,,,2,2
ALH.US,ALH,"Alliance Laundry Holdings Inc.",EQUITY,US,US,USD,USA,,,2,2
ALHC.US,ALHC,"Alignment Healthcare LLC",EQUITY,US,US,USD,USA,,,2,2
ALHDF.US,ALHDF,ALHDF,EQUITY,US,US,USD,USA,,,2,2
ALID.US,ALID,"Allied Corp",EQUITY,US,US,USD,USA,,,2,2
ALIF.US,ALIF,"Artificial Life Inc",EQUITY,US,US,USD,USA,,,2,2
ALIL.US,ALIL,"Argent Focused Small Cap ETF",ETF,US,US,USD,USA,,,2,2
ALIS.US,ALIS,"Calisa Acquisition Corp Ordinary shares",EQUITY,US,US,USD,USA,,,2,2
ALISR.US,ALISR,"Calisa Acquisition Corp Right",EQUITY,US,US,USD,USA,,,2,2
ALIT.US,ALIT,"Alight Inc",EQUITY,US,US,USD,USA,,,2,2
ALITF.US,ALITF,"Alliance Trust PLC",EQUITY,US,US,USD,USA,,,2,2
ALIZF.US,ALIZF,"Allianz SE",EQUITY,US,US,USD,USA,,,2,2
ALIZY.US,ALIZY,"Allianz SE ADR",EQUITY,US,US,USD,USA,,,2,2
ALK.US,ALK,"Alaska Air Group Inc",EQUITY,US,US,USD,USA,,,2,2
ALKEF.US,ALKEF,"Alkane Resources Limited",EQUITY,US,US,USD,USA,,,2,2
ALKM.US,ALKM,"Alkame Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
ALKN.US,ALKN,"Alkane Inc",EQUITY,US,US,USD,USA,,,2,2
ALKS.US,ALKS,"Alkermes Plc",EQUITY,US,US,USD,USA,,,2,2
ALKT.US,ALKT,"Alkami Technology Inc",EQUITY,US,US,USD,USA,,,2,2
ALL.US,ALL,"The Allstate Corporation",EQUITY,US,US,USD,USA,,,2,2
ALL-P-J.US,ALL-P-J,ALL-P-J,EQUITY,US,US,USD,USA,,,2,2
ALLDF.US,ALLDF,"ALD S.A",EQUITY,US,US,USD,USA,,,2,2
ALLE.US,ALLE,"Allegion PLC",EQUITY,US,US,USD,USA,,,2,2
ALLIF.US,ALLIF,"Alpha Lithium Corporation",EQUITY,US,US,USD,USA,,,2,2
ALLO.US,ALLO,"Allogene Therapeutics Inc",EQUITY,US,US,USD,USA,,,2,2
ALLR.US,ALLR,"Allarity Therapeutics Inc",EQUITY,US,US,USD,USA,,,2,2
ALLT.US,ALLT,"Allot Communications Ltd",EQUITY,US,US,USD,USA,,,2,2
ALLW.US,ALLW,"SPDR Bridgewater All Weather ETF",ETF,US,US,USD,USA,,,2,2
ALLY.US,ALLY,"Ally Financial Inc",EQUITY,US,US,USD,USA,,,2,2
ALM.US,ALM,"Almonty Industries Inc. Common Shares",EQUITY,US,US,USD,USA,,,2,2
ALME.US,ALME,"Alamo Energy Corp",EQUITY,US,US,USD,USA,,,2,2
ALMMF.US,ALMMF,"Aluminum Corporation of China Limited",EQUITY,US,US,USD,USA,,,2,2
ALMP.US,ALMP,ALMP,EQUITY,US,US,USD,USA,,,2,2
ALMS.US,ALMS,"Alumis Inc",EQUITY,US,US,USD,USA,,,2,2
ALMU.US,ALMU,"Aeluma, Inc",EQUITY,US,US,USD,USA,,,2,2
ALMY.US,ALMY,"Alchemy Creative Inc",EQUITY,US,US,USD,USA,,,2,2
ALNPF.US,ALNPF,"ANA Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
ALNPY.US,ALNPY,"ANA Holdings Inc ADR",EQUITY,US,US,USD,USA,,,2,2
ALNT.US,ALNT,"Allient Inc.",EQUITY,US,US,USD,USA,,,2,2
ALNY.US,ALNY,"Alnylam Pharmaceuticals Inc",EQUITY,US,US,USD,USA,,,2,2
ALOD.US,ALOD,"Allied Resources Inc",EQUITY,US,US,USD,USA,,,2,2
ALOT.US,ALOT,"AstroNova Inc",EQUITY,US,US,USD,USA,,,2,2
ALPC.US,ALPC,"Alpha Investment Inc",EQUITY,US,US,USD,USA,,,2,2
ALPE.US,ALPE,"alpha-En Corporation",EQUITY,US,US,USD,USA,,,2,2
ALPGF.US,ALPGF,"Alpha Growth plc",EQUITY,US,US,USD,USA,,,2,2
ALPIB.US,ALPIB,"Alpine Banks of Colorado",EQUITY,US,US,USD,USA,,,2,2
ALPKF.US,ALPKF,"ALPEK S.A.B. de C.V",EQUITY,US,US,USD,USA,,,2,2
ALPMF.US,ALPMF,"Astellas Pharma Inc",EQUITY,US,US,USD,USA,,,2,2
ALPMY.US,ALPMY,"Astellas Pharma Inc",EQUITY,US,US,USD,USA,,,2,2
ALPP.US,ALPP,"Alpine 4 Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
ALRDF.US,ALRDF,"Defence Holdings Plc",EQUITY,US,US,USD,USA,,,2,2
ALRG.US,ALRG,"Allspring Exchange-Traded Funds Trust",EQUITY,US,US,USD,USA,,,2,2
ALRGF.US,ALRGF,"Antler Gold Inc",EQUITY,US,US,USD,USA,,,2,2
ALRHF.US,ALRHF,Allreal,EQUITY,US,US,USD,USA,,,2,2
ALRM.US,ALRM,"Alarm.com Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
ALRS.US,ALRS,"Alerus Financial Corp",EQUITY,US,US,USD,USA,,,2,2
ALRTF.US,ALRTF,"ALR Technologies Inc.",EQUITY,US,US,USD,USA,,,2,2
ALSAF.US,ALSAF,ALSAF,EQUITY,US,US,USD,USA,,,2,2
ALSI.US,ALSI,"Atlas Resources International Inc",EQUITY,US,US,USD,USA,,,2,2
ALSMY.US,ALSMY,"Alstom PK",EQUITY,US,US,USD,USA,,,2,2
ALSN.US,ALSN,"Allison Transmission Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
ALSSF.US,ALSSF,"Alsea S.A.B. de C.V",EQUITY,US,US,USD,USA,,,2,2
ALST.US,ALST,"Allstar Health Brands Inc",EQUITY,US,US,USD,USA,,,2,2
ALT.US,ALT,"Altimmune Inc",EQUITY,US,US,USD,USA,,,2,2
ALTAF.US,ALTAF,"Altura Mining Limited",EQUITY,US,US,USD,USA,,,2,2
ALTB.US,ALTB,"Balincan International Inc",EQUITY,US,US,USD,USA,,,2,2
ALTCF.US,ALTCF,ALTCF,EQUITY,US,US,USD,USA,,,2,2
ALTD.US,ALTD,"Altitude International Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
ALTG.US,ALTG,"Alta Equipment Group Inc",EQUITY,US,US,USD,USA,,,2,2
ALTHF.US,ALTHF,"Altech Batteries Limited",EQUITY,US,US,USD,USA,,,2,2
ALTI.US,ALTI,"Alvarium Tiedemann Holdings Inc.",EQUITY,US,US,USD,USA,,,2,2
ALTL.US,ALTL,"Pacer Lunt Large Cap Alternator ETF",ETF,US,US,USD,USA,,,2,2
ALTNF.US,ALTNF,"Alternus Energy Group plc",EQUITY,US,US,USD,USA,,,2,2
ALTO.US,ALTO,"Alto Ingredients Inc",EQUITY,US,US,USD,USA,,,2,2
ALTPF.US,ALTPF,"Altiplano Metals Inc",EQUITY,US,US,USD,USA,,,2,2
ALTS.US,ALTS,"ALT5 Sigma Corporation",EQUITY,US,US,USD,USA,,,2,2
ALTX.US,ALTX,"Altex Industries Inc",EQUITY,US,US,USD,USA,,,2,2
ALTY.US,ALTY,"Global X Alternative Income ETF",ETF,US,US,USD,USA,,,2,2
ALUB-U.US,ALUB-U,"Alussa Energy Acquisition Corp. II",EQUITY,US,US,USD,USA,,,2,2
ALUB-UN.US,ALUB-UN,"Alussa Energy Acquisition Corp. II",EQUITY,US,US,USD,USA,,,2,2
ALUB-WT.US,ALUB-WT,"Alussa Energy Acquisition Corp II WT",EQUITY,US,US,USD,USA,,,2,2
ALUR.US,ALUR,"Allurion Technologies, Inc.",EQUITY,US,US,USD,USA,,,2,2
ALUR-WT.US,ALUR-WT,"Allurion Technologies Inc. WT",EQUITY,US,US,USD,USA,,,2,2
ALV.US,ALV,"Autoliv Inc",EQUITY,US,US,USD,USA,,,2,2
ALVLF.US,ALVLF,"Big Ridge Gold Corp",EQUITY,US,US,USD,USA,,,2,2
ALVO.US,ALVO,Alvotech,EQUITY,US,US,USD,USA,,,2,2
ALVOF.US,ALVOF,"Alvopetro Energy Ltd",EQUITY,US,US,USD,USA,,,2,2
ALVOW.US,ALVOW,"Alvotech Warrant",EQUITY,US,US,USD,USA,,,2,2
ALVRQ.US,ALVRQ,"Alvarion Ltd",EQUITY,US,US,USD,USA,,,2,2
ALVSF.US,ALVSF,ALVSF,EQUITY,US,US,USD,USA,,,2,2
ALX.US,ALX,"Alexanders Inc",EQUITY,US,US,USD,USA,,,2,2
ALXO.US,ALXO,"Alx Oncology Holdings ",EQUITY,US,US,USD,USA,,,2,2
ALXPF.US,ALXPF,ALXPF,EQUITY,US,US,USD,USA,,,2,2
ALXXF.US,ALXXF,"Avante Logixx Inc",EQUITY,US,US,USD,USA,,,2,2
ALYAF.US,ALYAF,"Alithya Group Inc",EQUITY,US,US,USD,USA,,,2,2
ALYI.US,ALYI,"Alternet Systems Inc",EQUITY,US,US,USD,USA,,,2,2
ALZCF.US,ALZCF,"AlzChem Group AG",EQUITY,US,US,USD,USA,,,2,2
ALZN.US,ALZN,"Alzamend Neuro Inc",EQUITY,US,US,USD,USA,,,2,2
AM.US,AM,"Antero Midstream Partners LP",EQUITY,US,US,USD,USA,,,2,2
AMADF.US,AMADF,"Amadeus IT Group S.A",EQUITY,US,US,USD,USA,,,2,2
AMADY.US,AMADY,"Amadeus IT Holding SA PK",EQUITY,US,US,USD,USA,,,2,2
AMAL.US,AMAL,"Amalgamated Bank",EQUITY,US,US,USD,USA,,,2,2
AMAT.US,AMAT,"Applied Materials Inc",EQUITY,US,US,USD,USA,,,2,2
AMAX.US,AMAX,"Starboard Investment Trust",ETF,US,US,USD,USA,,,2,2
AMBA.US,AMBA,"Ambarella Inc",EQUITY,US,US,USD,USA,,,2,2
AMBBY.US,AMBBY,"Ambu A/S",EQUITY,US,US,USD,USA,,,2,2
AMBD.US,AMBD,"American Mobile Dental Corp",EQUITY,US,US,USD,USA,,,2,2
AMBFF.US,AMBFF,"Ambu A/S",EQUITY,US,US,USD,USA,,,2,2
AMBIQ.US,AMBIQ,"Ambipar Emergency Response",EQUITY,US,US,USD,USA,,,2,2
AMBK.US,AMBK,"American Bank Inc",EQUITY,US,US,USD,USA,,,2,2
AMBO.US,AMBO,"Ambow Education Holding Ltd",EQUITY,US,US,USD,USA,,,2,2
AMBP.US,AMBP,"Ardagh Metal Packaging SA",EQUITY,US,US,USD,USA,,,2,2
AMBQ.US,AMBQ,"Ambiq Micro, Inc.",EQUITY,US,US,USD,USA,,,2,2
AMBR.US,AMBR,"Amber International Holding Limited",EQUITY,US,US,USD,USA,,,2,2
AMBS.US,AMBS,"Amarantus Bioscience Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
AMBZ.US,AMBZ,"American Business Bk",EQUITY,US,US,USD,USA,,,2,2
AMC.US,AMC,"AMC Entertainment Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
AMCCF.US,AMCCF,"Amcor plc",EQUITY,US,US,USD,USA,,,2,2
AMCF.US,AMCF,"Andatee China Marine Fuel Services",EQUITY,US,US,USD,USA,,,2,2
AMCJX.US,AMCJX,AMCJX,EQUITY,US,US,USD,USA,,,2,2
AMCLX.US,AMCLX,AMCLX,EQUITY,US,US,USD,USA,,,2,2
AMCOF.US,AMCOF,"Americore Resources Corp",EQUITY,US,US,USD,USA,,,2,2
AMCR.US,AMCR,"Amcor PLC",EQUITY,US,US,USD,USA,,,2,2
AMCT.US,AMCT,"American Education Center Inc",EQUITY,US,US,USD,USA,,,2,2
AMCX.US,AMCX,"AMC Networks Inc",EQUITY,US,US,USD,USA,,,2,2
AMDD.US,AMDD,"Direxion Daily AMD Bear 1X Shares",ETF,US,US,USD,USA,,,2,2
AMDG.US,AMDG,"Leverage Shares 2X Long AMD Daily ETF",ETF,US,US,USD,USA,,,2,2
AMDL.US,AMDL,"GraniteShares 2x Long AMD Daily ETF",ETF,US,US,USD,USA,,,2,2
AMDLY.US,AMDLY,"Amada Co. Ltd",EQUITY,US,US,USD,USA,,,2,2
AMDU.US,AMDU,"Defiance Leveraged Long + Income AMD ETF",ETF,US,US,USD,USA,,,2,2
AMDUF.US,AMDUF,"Amundi SA",EQUITY,US,US,USD,USA,,,2,2
AMDW.US,AMDW,"Roundhill ETF Trust - Roundhill AMD Weeklypay ETF",ETF,US,US,USD,USA,,,2,2
AMDY.US,AMDY,"YieldMax AMD Option Income Strategy ETF",ETF,US,US,USD,USA,,,2,2
AME.US,AME,"Ametek Inc",EQUITY,US,US,USD,USA,,,2,2
AMEGF.US,AMEGF,"American Eagle Gold Corp",EQUITY,US,US,USD,USA,,,2,2
AMEN.US,AMEN,"AMEN Properties Inc",EQUITY,US,US,USD,USA,,,2,2
AMFC.US,AMFC,"AMB Financial Corp",EQUITY,US,US,USD,USA,,,2,2
AMFL.US,AMFL,"American Films Inc",EQUITY,US,US,USD,USA,,,2,2
AMFPF.US,AMFPF,"Amplifon S.p.A",EQUITY,US,US,USD,USA,,,2,2
AMG.US,AMG,"Affiliated Managers Group Inc",EQUITY,US,US,USD,USA,,,2,2
AMGDF.US,AMGDF,"Aston Martin Lagonda Global Holdings plc",EQUITY,US,US,USD,USA,,,2,2
AMGN.US,AMGN,"Amgen Inc",EQUITY,US,US,USD,USA,,,2,2
AMGRD.US,AMGRD,"AMA Group Limited",EQUITY,US,US,USD,USA,,,2,2
AMGRF.US,AMGRF,"AMA Group Limited",EQUITY,US,US,USD,USA,,,2,2
AMGXF.US,AMGXF,"AnGes Inc",EQUITY,US,US,USD,USA,,,2,2
AMGY.US,AMGY,"American Metal & Technology Inc",EQUITY,US,US,USD,USA,,,2,2
AMH.US,AMH,"American Homes 4 Rent",EQUITY,US,US,USD,USA,,,2,2
AMHD.US,AMHD,"HLK Biotech Holding Group Inc",EQUITY,US,US,USD,USA,,,2,2
AMID.US,AMID,"Argent Mid Cap ETF",ETF,US,US,USD,USA,,,2,2
AMIGF.US,AMIGF,"Admiral Group plc",EQUITY,US,US,USD,USA,,,2,2
AMIGY.US,AMIGY,"Admiral Group PLC ADR",EQUITY,US,US,USD,USA,,,2,2
AMIH.US,AMIH,"American International Holdings Corp",EQUITY,US,US,USD,USA,,,2,2
AMIN.US,AMIN,"American International Industries Inc",EQUITY,US,US,USD,USA,,,2,2
AMIVF.US,AMIVF,"Atrium Mortgage Investment Corporation",EQUITY,US,US,USD,USA,,,2,2
AMIX.US,AMIX,"Autonomix Medical, Inc. Common Stock",EQUITY,US,US,USD,USA,,,2,2
AMJB.US,AMJB,"JPMorgan Chase Financial Company LLC",ETF,US,US,USD,USA,,,2,2
AMJT.US,AMJT,"AMJ Global Technology",EQUITY,US,US,USD,USA,,,2,2
AMKAF.US,AMKAF,"AP Moeller - Maersk A/S A",EQUITY,US,US,USD,USA,,,2,2
AMKBF.US,AMKBF,"A.P. Møller - Mærsk A/S",EQUITY,US,US,USD,USA,,,2,2
AMKBY.US,AMKBY,"AP Moeller-Maersk AS",EQUITY,US,US,USD,USA,,,2,2
AMKR.US,AMKR,"Amkor Technology Inc",EQUITY,US,US,USD,USA,,,2,2
AMLH.US,AMLH,"American Leisure Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
AMLIF.US,AMLIF,"American Lithium Corp.",EQUITY,US,US,USD,USA,,,2,2
AMLM.US,AMLM,"American Lithium Minerals Inc",EQUITY,US,US,USD,USA,,,2,2
AMLP.US,AMLP,"Alerian MLP ETF",ETF,US,US,USD,USA,,,2,2
AMLTF.US,AMLTF,"AMP Ltd",EQUITY,US,US,USD,USA,,,2,2
AMLX.US,AMLX,"Amylyx Pharmaceuticals Inc",EQUITY,US,US,USD,USA,,,2,2
AMMHF.US,AMMHF,"AMMB Holdings Berhad",EQUITY,US,US,USD,USA,,,2,2
AMMJ.US,AMMJ,"American Cannabis Company Inc",EQUITY,US,US,USD,USA,,,2,2
AMMPF.US,AMMPF,"AmmPower Corp",EQUITY,US,US,USD,USA,,,2,2
AMMX.US,AMMX,"AmeraMex International Inc",EQUITY,US,US,USD,USA,,,2,2
AMN.US,AMN,"AMN Healthcare Services Inc",EQUITY,US,US,USD,USA,,,2,2
AMNC.US,AMNC,"Amincor Inc",EQUITY,US,US,USD,USA,,,2,2
AMNCB.US,AMNCB,"Amincor Inc",EQUITY,US,US,USD,USA,,,2,2
AMNE.US,AMNE,"American Green Group Inc",EQUITY,US,US,USD,USA,,,2,2
AMNF.US,AMNF,"Armanino Foods New",EQUITY,US,US,USD,USA,,,2,2
AMNGV.US,AMNGV,AMNGV,EQUITY,US,US,USD,USA,,,2,2
AMNI.US,AMNI,"American Noble Gas Inc.",EQUITY,US,US,USD,USA,,,2,2
AMNNF.US,AMNNF,"Amcomri Entertainment Inc",EQUITY,US,US,USD,USA,,,2,2
AMNP.US,AMNP,"American Sierra Gold Corp",EQUITY,US,US,USD,USA,,,2,2
AMNTF.US,AMNTF,"Asia Cement (China) Holdings Corporation",EQUITY,US,US,USD,USA,,,2,2
AMOD.US,AMOD,"Alpha Modus Holdings, Inc",EQUITY,US,US,USD,USA,,,2,2
AMODW.US,AMODW,"Alpha Modus Holdings, Inc.",EQUITY,US,US,USD,USA,,,2,2
AMOM.US,AMOM,"QRAFT AI-Enhanced U.S. Large Cap Momentum ETF",ETF,US,US,USD,USA,,,2,2
AMOSF.US,AMOSF,"Atomos Limited",EQUITY,US,US,USD,USA,,,2,2
AMP.US,AMP,"Ameriprise Financial Inc",EQUITY,US,US,USD,USA,,,2,2
AMPDF.US,AMPDF,"AMPD Ventures Inc",EQUITY,US,US,USD,USA,,,2,2
AMPE.US,AMPE,"Ampio Pharm",EQUITY,US,US,USD,USA,,,2,2
AMPG.US,AMPG,"Amplitech Group Inc",EQUITY,US,US,USD,USA,,,2,2
AMPGW.US,AMPGW,"AmpliTech Group Inc",EQUITY,US,US,USD,USA,,,2,2
AMPH.US,AMPH,"Amphastar P",EQUITY,US,US,USD,USA,,,2,2
AMPL.US,AMPL,"Amplitude Inc",EQUITY,US,US,USD,USA,,,2,2
AMPX.US,AMPX,"Amprius Technologies Inc.",EQUITY,US,US,USD,USA,,,2,2
AMPX-WT.US,AMPX-WT,AMPX-WT,EQUITY,US,US,USD,USA,,,2,2
AMPY.US,AMPY,"Amplify Energy Corp",EQUITY,US,US,USD,USA,,,2,2
AMQFF.US,AMQFF,"Abitibi Metals Corp",EQUITY,US,US,USD,USA,,,2,2
AMR.US,AMR,"Alpha Metallurgical Resources Inc",EQUITY,US,US,USD,USA,,,2,2
AMRC.US,AMRC,"Ameresco Inc",EQUITY,US,US,USD,USA,,,2,2
AMRK.US,AMRK,"Gold.com, Inc.",EQUITY,US,US,USD,USA,,,2,2
AMRN.US,AMRN,"Amarin Corporation PLC",EQUITY,US,US,USD,USA,,,2,2
AMROF.US,AMROF,"Amaero International Ltd",EQUITY,US,US,USD,USA,,,2,2
AMRQF.US,AMRQF,"Amaroq Ltd.",EQUITY,US,US,USD,USA,,,2,2
AMRRY.US,AMRRY,"American Rare Earths Limited",EQUITY,US,US,USD,USA,,,2,2
AMRU.US,AMRU,"Amaru Inc",EQUITY,US,US,USD,USA,,,2,2
AMRX.US,AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",EQUITY,US,US,USD,USA,,,2,2
AMRZ.US,AMRZ,"Amrize Ltd",EQUITY,US,US,USD,USA,,,2,2
AMS.US,AMS,"American Shared Hospital Service",EQUITY,US,US,USD,USA,,,2,2
AMSC.US,AMSC,"American Superconductor Corporation",EQUITY,US,US,USD,USA,,,2,2
AMSF.US,AMSF,"AMERISAFE Inc",EQUITY,US,US,USD,USA,,,2,2
AMSLF.US,AMSLF,"Australian Mines Limited",EQUITY,US,US,USD,USA,,,2,2
AMSSY.US,AMSSY,"ams AG",EQUITY,US,US,USD,USA,,,2,2
AMST.US,AMST,"Amesite Operating Co",EQUITY,US,US,USD,USA,,,2,2
AMSYF.US,AMSYF,"ArcelorMittal SA",EQUITY,US,US,USD,USA,,,2,2
AMT.US,AMT,"American Tower Corp",EQUITY,US,US,USD,USA,,,2,2
AMTB.US,AMTB,"Amerant Bancorp Inc.",EQUITY,US,US,USD,USA,,,2,2
AMTD.US,AMTD,"AMTD IDEA Group",EQUITY,US,US,USD,USA,,,2,2
AMTFF.US,AMTFF,"AmeriTrust Financial Technologies Inc.",EQUITY,US,US,USD,USA,,,2,2
AMTM.US,AMTM,"Amentum Holdings Inc.",EQUITY,US,US,USD,USA,,,2,2
AMTX.US,AMTX,"Aemetis Inc",EQUITY,US,US,USD,USA,,,2,2
AMTY.US,AMTY,"Amerityre Corp",EQUITY,US,US,USD,USA,,,2,2
AMUB.US,AMUB,"UBS AG London Branch ELKS 5",ETF,US,US,USD,USA,,,2,2
AMUN.US,AMUN,"abrdn Ultra Short Municipal Income Active ETF",ETF,US,US,USD,USA,,,2,2
AMUU.US,AMUU,"Direxion Daily AMD Bull 2X Shares",EQUITY,US,US,USD,USA,,,2,2
AMVMF.US,AMVMF,"AMG Advanced Metallurgical Group N.V.",EQUITY,US,US,USD,USA,,,2,2
AMVOY.US,AMVOY,AMVOY,EQUITY,US,US,USD,USA,,,2,2
AMWD.US,AMWD,"American Woodmark Corporation",EQUITY,US,US,USD,USA,,,2,2
AMWK.US,AMWK,"AmeriStar Network Inc",EQUITY,US,US,USD,USA,,,2,2
AMWL.US,AMWL,"American Well Corp",EQUITY,US,US,USD,USA,,,2,2
AMX.US,AMX,"America Movil SAB de CV ADR",EQUITY,US,US,USD,USA,,,2,2
AMXEF.US,AMXEF,"Amex Exploration Inc",EQUITY,US,US,USD,USA,,,2,2
AMXOF.US,AMXOF,"América Móvil, S.A.B. de C.V.",EQUITY,US,US,USD,USA,,,2,2
AMXX.US,AMXX,"Maxx Sports TV Inc",EQUITY,US,US,USD,USA,,,2,2
AMYY.US,AMYY,"GraniteShares YieldBOOST AMD ETF",ETF,US,US,USD,USA,,,2,2
AMYZF.US,AMYZF,"American Manganese Inc",EQUITY,US,US,USD,USA,,,2,2
AMZA.US,AMZA,"InfraCap MLP ETF",ETF,US,US,USD,USA,,,2,2
AMZD.US,AMZD,"Direxion Daily AMZN Bear 1X Shares",ETF,US,US,USD,USA,,,2,2
AMZE.US,AMZE,"Amaze Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
AMZP.US,AMZP,"Kurv Yield Premium Strategy Amazon (AMZN) ETF",ETF,US,US,USD,USA,,,2,2
AMZU.US,AMZU,"Direxion Daily AMZN Bull 1.5X Shares",ETF,US,US,USD,USA,,,2,2
AMZW.US,AMZW,"Roundhill ETF Trust - Roundhill AMZN WeeklyPay ETF",ETF,US,US,USD,USA,,,2,2
AMZY.US,AMZY,"YieldMax™ AMZN Option Income Strategy ETF",ETF,US,US,USD,USA,,,2,2
AMZZ.US,AMZZ,"GraniteShares 2x Long AMZN Daily ETF",ETF,US,US,USD,USA,,,2,2
AN.US,AN,"AutoNation Inc",EQUITY,US,US,USD,USA,,,2,2
ANAB.US,ANAB,"AnaptysBio Inc",EQUITY,US,US,USD,USA,,,2,2
ANAS.US,ANAS,"Alternaturals Inc",EQUITY,US,US,USD,USA,,,2,2
ANCTF.US,ANCTF,"Alimentation Couchen Tard Inc A",EQUITY,US,US,USD,USA,,,2,2
ANDC.US,ANDC,"Andover Bancorp Inc",EQUITY,US,US,USD,USA,,,2,2
ANDE.US,ANDE,"The Andersons Inc",EQUITY,US,US,USD,USA,,,2,2
ANDG.US,ANDG,"Andersen Group Inc.",EQUITY,US,US,USD,USA,,,2,2
ANDI.US,ANDI,"Andiamo Corp",EQUITY,US,US,USD,USA,,,2,2
ANDMF.US,ANDMF,"Andromeda Metals Limited",EQUITY,US,US,USD,USA,,,2,2
ANDR.US,ANDR,"Andrea Electronic Cp",EQUITY,US,US,USD,USA,,,2,2
ANEB.US,ANEB,"Anebulo Pharmaceuticals Inc",EQUITY,US,US,USD,USA,,,2,2
ANEL.US,ANEL,"Defiance Daily Target 2x Long ANET ETF",ETF,US,US,USD,USA,,,2,2
ANET.US,ANET,"Arista Networks",EQUITY,US,US,USD,USA,,,2,2
ANEW.US,ANEW,"ProShares MSCI Transformational Changes ETF",ETF,US,US,USD,USA,,,2,2
ANF.US,ANF,"Abercrombie & Fitch Company",EQUITY,US,US,USD,USA,,,2,2
ANFGF.US,ANFGF,"Antofagasta PLC",EQUITY,US,US,USD,USA,,,2,2
ANFIF.US,ANFIF,"Amira Nature Foods Ltd",EQUITY,US,US,USD,USA,,,2,2
ANG-P-D.US,ANG-P-D,ANG-P-D,EQUITY,US,US,USD,USA,,,2,2
ANGCF.US,ANGCF,"Angel Gold Corp",EQUITY,US,US,USD,USA,,,2,2
